Recording_time_ID,lhx,lhy,lhz,rhx,rhy,rhz,hx,hy,hz,sx,sy,sz,lwx,lwy,lwz,rwx,rwy,rwz,vlhx,vlhy,vlhz,vrhx,vrhy,vrhz,vlwx,vlwy,vlwz,vrwx,vrwy,vrwz,alhx,alhy,alhz,arhx,arhy,arhz,alwx,alwy,alwz,arwx,arwy,arwz,Action
AR1184,2.126344,4.127178,2.2288490000000003,3.3181230000000004,0.3850383,2.194275,2.315242,0.8842674,2.411141,2.4810060000000003,3.3618410000000005,2.42452,1.916267,3.944079,2.256698,3.439019,0.6467807,2.212569,-0.00016179,-0.00026961,8.79e-05,-0.00024897,-0.00021204,-3.161e-05,-0.00024653,-0.00023297,8.297e-05,-0.00024252,-0.00025748,-1.788e-05,6.55e-06,-1.023e-05,2.6e-06,-1.457e-05,-1.099e-05,-2.75e-06,2.008e-05,1.57e-05,-4.41e-06,-1.144e-05,-1.224e-05,-1.94e-06,Response-3
AR2302,4.592662000000002,5.084061,1.5418,5.656551,3.297696,1.47481,4.979578,1.679334,1.7556,5.012345,4.304031,1.744068,4.725946,4.6763629999999985,1.534347,5.440937,3.503857,1.4969709999999998,-0.0015099,0.00113561,0.00024406,0.00224659,-0.01305763,0.00309319,-0.00145227,0.00111965,0.00035202,0.01139181,-0.01810385,0.00109559,3.462e-05,-0.00021703,3.696e-05,-0.00301739,-0.00049382,0.00031772,3.866e-05,-0.00018115,3.4200000000000005e-05,0.00158671,0.00111607,0.00046325,Response-5
AR5404,4.592027,4.922932,2.279861,4.814003,4.9240879999999985,2.333858,4.695811,4.6927400000000015,2.622912,4.691554,4.9672839999999985,2.60889,4.587998000000002,4.9310269999999985,2.318032,4.806627,4.9343900000000005,2.386948,0.00263983,-0.00090287,-0.00117456,-0.00144974,0.00151506,0.00667282,0.00301932,-0.00246128,-0.00806412,0.00285222,-0.001465,-0.02080209,0.00019706,-0.00020035,0.00047386,-0.00038998,0.00037557,0.00217936,0.00111475,-0.00309735,-0.00472392,0.00044573,-0.00012437,-0.00362334,Response-2
AR3829,4.057038,4.3587690000000014,1.607044,5.343677,4.5107,1.623155,4.84542,1.903426,1.859382,4.591573,4.1014940000000015,1.911255,3.880897,4.121481,1.719066,5.348453,4.458078,1.675906,0.0048021,0.00042115,0.00041073,-0.0074007000000000005,-0.00168077,0.00091,0.00264595,0.00638827,-0.00037248,-0.00243792,0.01099227,0.00262071,0.00063598,-2.845e-05,-0.00039981,-9.470000000000001e-05,-0.00024301,4.076e-05,-3.956e-05,0.00178808,-7.799e-05,-0.00158577,-0.00222194,-0.00120427,Response-2
AR4590,3.851886,5.208885,1.804757,5.077394,5.247313,1.81192,4.393404,1.803402,1.946997,4.477201,4.200203,1.940679,3.736708,5.0675,1.82845,5.196628,5.095811,1.836236,0.0032968000000000003,0.00846747,-0.00103479,0.00057773,-0.00074021,0.00010071,0.00294716,0.00538513,-0.00065176,0.00057991,-0.00038093,8.43e-05,7.954e-05,0.00021331,-2.595e-05,1.837e-05,1.375e-05,3.83e-06,5.771e-05,0.00012511,-1.62e-05,5.946e-05,-9.541e-05,1.541e-05,Response-1
AR1650,5.2394300000000005,3.032401,1.424709,6.0549089999999985,3.566651,1.387822,5.459609,1.508465,1.748543,5.541267,4.200378,1.743369,5.108906,3.3436760000000003,1.471581,6.156361,3.629253,1.400798,-0.00336417,0.02085721,-0.00033289,0.0079936,-0.01486864,-0.00182451,-0.00083312,0.01108112,-0.00197395,0.00654216,-0.01133063,-0.00083996,0.00020863,1.04e-06,0.00043501,0.00190501,0.00084864,3.598e-05,0.00011779,-0.00087561,9.605e-05,0.00130974,0.00017672,-0.00019467,Response-3
AR5447,3.712277,3.619941,1.6415509999999998,6.502513,3.647927,1.6447,5.004576,1.780619,1.682666,5.077474,4.245456,1.7338790000000002,3.679871,3.240962,1.572269,6.694317,3.562637,1.597428,-0.00544882,0.03009226,-0.00468998,-0.00078327,0.02154348,-0.00377652,-0.00271608,0.036874699999999996,-0.00104873,-0.00552509,0.02437721,-0.00280844,-0.00229314,0.0025651999999999997,-0.00108566,0.00219046,0.00167139,-0.00097787,0.00026362,0.00532417,-0.00026695,-0.00051875,0.00326004,-0.00041506,Response-3
AR2361,5.1832080000000005,4.898409,1.531808,5.549656,4.944729,1.485376,5.427059,1.460074,1.7490869999999998,5.478006,4.175454,1.734387,4.916991,4.829383,1.552977,5.763774,4.802612,1.514218,0.01389164,-0.00077905,-0.00175175,-0.00616123,0.00207629,-0.00050879,0.00762296,-0.00622715,-0.00034106,-0.00413748,-0.00132685,-7.959e-05,0.00113173,0.00302244,-0.00042796,-0.00058245,0.00048703,7.051e-05,-0.00077585,0.00061677,3.28e-05,-0.00061661,0.00048595,4.7e-05,Response-1
AR3260,4.978971,4.191883,1.516415,4.613636,4.334663,1.487227,5.01231,1.665461,1.756068,5.045222,4.2751660000000005,1.7410009999999998,4.955527,4.171156,1.561388,4.988936,4.28926,1.538836,0.00022044,0.00019828,-6.559e-05,-0.00056675,0.00163476,0.00026594,0.0005935,0.00018742,0.00012353,-0.0003656,0.00133114,0.00020999,-0.00134628,-9.317e-05,0.0001902,-4.702e-05,0.00017206,1.31e-05,3.447e-05,1.333e-05,-8.5e-06,-3.027e-05,0.00014254,9.1e-06,Response-1
AR3426,5.22248,4.022551999999999,1.513632,4.920261,3.970621,1.447958,5.167856,1.621493,1.742101,5.145839,4.154446,1.7553580000000002,5.083472,4.031691,1.530634,5.230154,3.997661,1.5170709999999998,0.00034251,-0.00022333,0.00011435,-0.00182055,0.00065138,0.00047048,-0.00227181,-0.00019040000000000002,0.0001113,-0.00113209,0.00036286,0.00043639,0.00013761,-1.04e-05,1.093e-05,7.819e-05,-5.388e-05,3.628e-05,-0.00320439,0.00057373,-9.871e-05,0.00011792,-6.644e-05,5.629e-05,Response-1
AR4343,2.492255,3.649011,2.18068,2.602559,3.732931,2.245673,2.405641,0.8419228000000001,2.3986400000000003,2.439747,3.439999,2.422355,2.353862,3.597461,2.203911,2.83663,3.771921,2.409134,-0.00010724,0.00014418,-2.932e-05,0.00036893,0.00054534,0.00048622,-0.00048039,-4.158e-05,3.82e-06,0.000534,-0.00019314,-8.578e-05,-4.61e-06,-8e-07,6.9e-07,-4.99e-06,-3.289999999999999e-05,-2.419e-05,3.29e-06,1.47e-06,-5.8e-07,-1.36e-06,-4.7e-07,-1.8e-07,Response-1
AR5837,4.693956,4.936585,2.289131,4.792555,5.128966,2.266417,4.652837,4.701397,2.55534,4.682807,4.969951999999998,2.600139,4.669897,4.950136,2.334442,4.7877589999999985,5.091627,2.293405,0.00694769,-0.00865516,0.04023598,0.00146259,-0.00067268,-0.00392778,0.00695339,-0.008658299999999999,0.04022546,0.00111123,-0.00058725,-0.00638956,0.00065078,-0.00099411,0.00406196,1.922e-05,-7.315e-05,-0.00014028,0.00065214,-0.00099487,0.00405928,-1.839e-05,0.00013706,0.00011542,Response-2
AR0833,1.597607,3.017342,2.023416,4.265173,2.579409,2.127728,2.711037,1.30594,2.218935,2.65133,4.092859,2.2433490000000003,1.586873,3.209718,2.032608,4.16521,2.933539,2.1517310000000003,0.00041935,-0.00012721,-5.359e-05,-0.00041878,-9.4e-05,-0.00069693,0.00037831,0.00019737,-1.509e-05,6.053e-05,-0.0007082999999999999,-0.00086481,-7.889e-05,-7.684e-05,2.512e-05,6.237e-05,8.571e-05,-4.68e-05,-9.191e-05,-4.356e-05,1.643e-05,7.815e-05,-5.335e-05,-5.91e-05,Response-4
AR2851,0.0,4.234729,2.248383,5.305727,4.482615,2.03281,2.853291,1.311049,2.218286,2.698829,4.059552,2.249561,0.03568858,3.980624,2.241595,5.026174,4.297812,2.051965,8.631e-05,-0.00636976,-0.00038991,-0.0025433000000000005,-0.00442812,-0.00015762,0.00028674,-0.00535282,-0.00034489,-0.00254573,-0.00264631,2.143e-05,-3.06e-06,-0.00024262,-2.162e-05,0.00023725,0.00021683,-6.43e-06,-0.00021815,-0.00020439,-1.118e-05,0.00017298,9.752e-05,-9.96e-06,Response-4
AR0653,4.748885,4.999559,1.485441,4.7462300000000015,5.040142,1.468507,5.21889,1.671978,1.763108,5.121508,4.3297300000000005,1.732494,4.410667,4.940583,1.537954,4.908624,4.96473,1.485761,-0.00078658,0.00013554,6.524e-05,0.00017031,0.00031876,-4.799e-05,-0.00106233,0.00048389,3.35e-06,-0.00082159,0.00053524,-0.00013822,0.00130598,-0.00010753,-0.00017822,-7.503e-05,-4.056e-05,9.7e-07,0.00303519,-0.00036095,-0.00025432,-0.00077658,0.00034769,-0.0001002,Response-1
AR1095,1.190919,5.613189,2.097794,4.2393410000000005,2.729984,2.192275,2.804671,1.304195,2.219139,2.5802110000000003,4.0522019999999985,2.245071,1.27585,5.165652,2.080318,4.143279,2.96875,2.193875,-0.00285058,-0.00391323,-0.00180874,0.0030786,0.0050084,-0.00030789,-0.00239112,-0.00341292,-0.00142544,0.00221234,0.01216442,-0.00032106,0.00045082,0.00049236,0.00013688,-0.00044766,-0.00049196,2.425e-05,0.00034571,0.00034233,9.690000000000001e-05,-0.00021186,0.0002945,2.13e-05,Response-3
AR3047,4.661613,5.0700330000000005,2.209638,4.667422,5.055291,2.241319,4.669432,4.693417,2.547809,4.694469000000002,4.96136,2.569276,4.645057,5.043867,2.28304,4.692864,5.02536,2.295372,-0.00011377,0.00312545,0.0050036,0.00026529,0.00556613,-0.00209371,-0.00176997,0.00368935,0.00385605,-0.00547317,0.00717263,-0.00520851,-0.00014022,-8.622e-05,-0.00060848,-5.19e-05,-0.00036963,-0.00067351,-0.00045861,8.084e-05,-0.00068841,-9.394e-05,-7.909e-05,-0.00035009,Response-4
AR0679,3.776072,4.253182,1.933788,5.557194,4.210329,1.842333,4.869269,1.873878,2.108422,4.846371,4.267561,2.133572,3.740273,4.537854,2.022171,5.573452,4.245348,1.858311,0.00469407,0.00815566,-0.00202437,-0.00312351,0.00723418,-0.0001696,0.00688951,-0.0072273,-0.00386662,-0.00192093,0.00733085,0.00058414,0.00090473,0.00104107,-0.00035724,-0.00030159,0.00129309,-6.642e-05,0.00016469,-0.00031208,-2.042e-05,-0.00040593,0.00182053,5.85e-06,Response-2
AR4615,2.02675,3.741341,1.985466,4.004332,3.3698019999999995,2.059912,2.863621,1.327611,2.24296,2.584365,4.078547,2.256824,2.028502,3.668448,1.986925,3.963389,3.4784620000000004,2.092883,0.00040144,0.0007047,-0.0002082,-0.00130184,-0.00063873,-4.424e-05,0.00032692,0.00168796,0.00013911,-0.00186935,-9.624e-05,8.054e-05,-0.00010112,-6.75e-06,1.04e-06,-8.632e-05,2.946e-05,-5.58e-06,-1.645e-05,1.732e-05,5.59e-06,-6.594e-05,1.86e-06,-1.405e-05,Response-4
AR2410,4.337106,5.065648,1.954423,5.338794999999998,2.603473,1.969827,4.847746,1.861938,2.129139,4.828812,4.286314,2.140598,4.182576,4.861114,1.981701,5.395398,2.880119,1.983361,-0.00213992,0.00151052,-5.071e-05,-0.0003204,0.00031555,-0.00015509,-0.00176092,0.00146381,5.284e-05,-0.00030235,0.00040395,-0.00015075,-6.207e-05,-7.102e-05,3.76e-06,2.682e-05,0.00011158,3.586e-05,-9.062e-05,5.726e-05,2.849e-05,2.442e-05,9.988e-05,3.53e-05,Response-3
AR4271,2.047328,4.204566000000002,2.092724,3.031932,4.174978,2.120628,2.324062,0.881249,2.43399,2.377896,3.481211,2.445511,1.674786,3.951198,2.177498,3.240816,3.905541,2.255859,6.835e-05,0.00020782,1.689e-05,0.00013392,0.00014437,2.82e-06,0.00030015,0.0002863,-3.807e-05,-0.00016135,4.718e-05,-4.583e-05,1.44e-06,-1.58e-06,-9.3e-07,4.42e-06,4.9e-07,3.2e-07,-2.64e-06,-3.41e-06,-2.3e-07,1.163e-05,-4.61e-06,2.39e-06,Response-4
AR1711,4.228571,5.21068,1.9569330000000005,6.608287,3.494754,1.826114,4.74792,1.836338,2.130662,4.848862,4.29461,2.127342,4.131679,4.97789,1.985614,6.39745,3.709167,1.865343,-0.00262105,-0.00281755,-0.00082907,0.00951442,-0.01653825,0.00275714,-0.0012456,-0.00323644,-0.00081204,0.01006559,-0.01141726,0.0025137,0.00017645,1.793e-05,0.00047811,0.00126066,-0.0023851,0.00014951,0.0003842,0.0007168999999999999,7.221e-05,0.00070295,-0.00087766,0.00018862,Response-3
AR1796,4.301961,4.011318,1.418785,5.34647,4.29758,1.465809,4.9774080000000005,1.66334,1.757832,5.082401,4.38266,1.7352029999999998,4.365113,4.031263,1.374593,5.580489,4.253267,1.507984,0.0022841,-0.02188391,0.00228342,0.01222163,0.01594923,0.00135282,-0.00136709,-0.02056302,0.00381855,0.01044575,0.01456972,0.00155928,0.00021746,-0.00244002,-0.00017393,0.00200312,0.00131333,0.0006600999999999999,-0.00125264,-0.00114548,0.00014757,0.00214619,0.00179152,0.0006703999999999999,Response-3
AR4886,4.547946,5.1371660000000015,2.473039,4.760726,4.591531,2.289251,4.674752,4.6952669999999985,2.599184,4.682487,4.947096,2.604714,4.553714,5.090006,2.483507,4.772685,4.613503,2.3603560000000003,-0.00066861,-0.00510292,-0.02051101,0.00521913,-0.00834273,0.00626048,-0.00036729,-0.00463819,-0.01656397,0.00310897,-0.00116015,0.00089202,-0.00020684,-3.457e-05,-0.00091082,-0.00033877,-0.00067325,-0.0001874,-0.00021459999999999998,-5.007e-05,-0.00084184,-0.00051705,0.00171701,0.00195598,Response-3
AR3416,4.483549,5.541737,1.669369,6.7108690000000015,5.379802,1.644555,5.534452,1.440675,1.779893,5.570545,4.105738,1.7669689999999998,4.512089,5.155268,1.680381,6.612767999999999,5.109746,1.651318,-0.00073021,0.00067536,-6.243e-05,0.00697932,0.00136654,-3.29e-06,0.00047445,0.00250349,-0.00030213,-0.00046379,0.00257866,-0.00026155,-6.774e-05,0.00013192,-7.03e-06,-0.00030659,0.00039256,-4.314e-05,0.00018167,0.00027583,-4.783e-05,-2.583e-05,0.00034515,-3.288e-05,Response-2
AR3902,3.651444,5.348806,1.818925,4.937596,1.301644,1.702646,4.426729,1.86241,1.965964,4.440673,3.969937,1.969289,3.631322,5.087201,1.84396,5.155838,1.488159,1.711798,-0.00258024,-0.00310657,0.00063985,0.00105996,-0.00062824,-6.744e-05,-0.00258085,-0.00311438,0.00064062,0.00106648,-0.00062265,-6.718e-05,0.00019329,-0.00018702,2.659e-05,9.719999999999999e-05,-0.0001165,-1.833e-05,0.0001933,-0.00018696,2.661e-05,9.715e-05,-0.00011651,-1.832e-05,Response-3
AR5716,4.900373,4.314654,1.532006,5.212985,4.360328,1.53285,4.884282,1.6836799999999998,1.7483830000000002,4.972571,4.2511980000000005,1.763997,4.88216,4.306127,1.559754,5.195107,4.343143,1.542306,4.959e-05,-0.0003123,-4.677e-05,-0.00037277,8.936e-05,-5.593e-05,-0.00041372,0.00010586,-4.9000000000000005e-06,-9.591e-05,3.923e-05,-1.861e-05,5.135e-05,-2.511e-05,-6.98e-06,-4.258e-05,-1.198e-05,-1.27e-05,1.048e-05,4.435e-05,-2.123e-05,-4.7e-07,3.403e-05,-7.72e-06,Response-1
AR4351,2.352129,3.990923,2.184733,3.432033,4.229938,2.344315,2.407085,0.8606613000000001,2.407768,2.433279,3.419895,2.415988,2.120767,3.901632,2.221363,3.4122449999999995,3.948955,2.365576,-0.00017156,6.008e-05,-2.65e-06,-0.00018441,0.00098134,0.0004152,-2.6000000000000002e-05,-5.138e-05,4.829e-05,-0.00023982,0.00137358,0.00053052,-0.00055624,-4.934e-05,-2.14e-05,0.00013348,0.00039673,0.0001032,4.535e-05,-5.09e-06,7.1e-07,6.321e-05,0.00049872,0.00014062,Response-2
AR4787,4.658275,5.07275,2.218633,4.667758,5.062285,2.237064,4.663917,4.694435,2.546091,4.6929110000000005,4.9610080000000005,2.570798,4.638585,5.049586,2.293067,4.682342,5.038451,2.291471,0.00088225,-0.00183572,-0.00366918,0.00119689,-0.00489787,0.00594528,0.00231382,-0.00287393,-0.00368956,0.00516285,-0.00684179,0.00750153,8.101e-05,-0.00037375,-0.00066394,0.00070427,-0.00139389,0.00191788,0.00019431,-0.00037129,-0.00055729,0.00180582,-0.00212524,0.00255785,Response-4
AR4992,1.708089,3.058581,1.998494,4.495147,2.7716540000000003,2.2196,3.0187470000000003,1.301513,2.220804,2.831884,4.066307,2.243827,1.704236,3.198021,2.021926,4.36892,3.057627,2.229926,-0.00104671,-0.00015526,0.00019515,0.00213899,0.01015136,-0.00129884,-0.00104883,1.976e-05,0.00020191,0.00166934,0.01027465,-0.00110715,1.56e-05,-6.316e-05,-9.45e-06,2.747e-05,-2.32e-06,1.163e-05,1.521e-05,-5.882e-05,1.57e-06,-0.00010612,-0.00056082,5.3700000000000004e-05,Response-2
AR3757,5.595496,4.003486,1.483734,5.460474,3.929058,1.487831,5.859675,1.447418,1.7662080000000002,5.793769,4.156925,1.736363,5.414559,3.970371,1.535104,5.685942,3.930386,1.551725,-0.00175937,9.966e-05,0.00011061,-0.00033989999999999997,-0.00069375,1.751e-05,-0.00061281,-0.00080585,-5.748e-05,-0.00117366,0.00156936,0.00058745,-0.00012265,-3.72e-05,9.13e-06,-3.568e-05,-0.0016,6.527e-05,0.0001841,1.877e-05,4.967e-05,-0.00044942,-0.00111004,0.00017692,Response-1
AR0024,3.695868,3.035353,1.563515,5.995759,3.36659,1.535335,4.989182,1.703326,1.7406689999999998,5.059302,4.2781129999999985,1.758143,3.708591,3.146452,1.574295,5.9116339999999985,3.3949910000000005,1.55962,-0.032703300000000005,-0.0103412,0.00127199,0.04646102,0.00076152,-6.287e-05,-0.03328275,-0.00864833,0.00087294,0.046356699999999994,0.00354437,0.00013355,-0.00245931,-0.0051593,0.00013925,0.00333939,0.00470774,-4.474e-05,-0.00234541,-0.00400429,8.695e-05,0.00508951,0.0060458,0.00039678,Response-3
AR5287,5.62879,3.3139300000000005,1.321631,4.819955,3.404523,1.461022,5.383239,1.403306,1.74498,5.488385,4.1724190000000005,1.7388009999999998,5.380641000000002,3.41945,1.386843,5.239365,3.438574,1.469882,0.010018,0.00055348,0.00115115,0.02353119,-0.00544344,-0.00198084,0.00718174,0.00095972,0.00067431,0.01229097,-0.0003463,-0.00176179,0.00833782,0.00215214,0.00033924,-0.00124231,-0.00025529999999999997,0.00011536,0.00709785,0.00097886,1.404e-05,-0.00123199,-0.00036537,9.596e-05,Response-3
AR1519,4.221926,5.308244,1.958807,4.306508,3.977211,1.776164,4.775182,1.841009,2.139292,4.833595,4.2800910000000005,2.131415,4.096266,4.992783,2.00463,4.621371,3.996012,1.832645,0.00049059,-0.00841159,0.00037992,0.04635629,0.014219899999999999,-0.00297972,0.0005443,-0.00157186,0.00016514,0.03577461,0.02355785,0.00119877,4.445e-05,-0.00024743,3.806e-05,0.00190373,0.00255673,-0.0004716,4.784e-05,-0.00032515,6.811e-05,0.00285684,0.00456348,-0.00016388,Response-3
AR0657,4.7662260000000005,3.838088,1.459849,4.838792,3.658401,1.47069,5.062628,1.637727,1.763984,5.056558,4.258523,1.755594,4.522735,3.891372,1.511115,5.3730150000000005,3.81641,1.519691,-0.00663683,0.01428996,-0.00015853,0.01875793,0.01571911,0.00044852,-0.004744,0.01128407,0.00019480000000000002,0.00344498,0.00852087,-0.00033808,-0.00018940000000000002,0.00087398,-2.435e-05,-0.00072977,0.00046678,-0.00018680000000000001,-0.00021143,0.00065755,-2.909e-05,-0.00141226,-0.00166674,-9.23e-05,Response-2
AR5204,2.1373830000000003,4.131146,2.226481,3.333593,0.3968501,2.197655,2.316971,0.8835851999999998,2.410678,2.4827060000000003,3.360856,2.42519,1.925743,3.951027,2.254135,3.453988,0.6610209,2.215109,-4.816e-05,-3.6e-07,1.664e-05,-9.595e-05,-0.00014183,-1.652e-05,-1.473e-05,-3.169e-05,1.883e-05,-0.00011417,-0.00016226,-1.514e-05,1.115e-05,7.03e-06,-2.28e-06,4.28e-06,-2.4e-07,7.1e-07,1.071e-05,9.34e-06,-2.52e-06,2.33e-06,5.5e-07,3.3e-07,Response-3
AR0857,4.849887,4.965168,1.490925,5.27585,3.759751,1.321361,4.801341000000002,1.6926290000000002,1.765528,5.123085,4.290828,1.751745,4.641224,4.764844,1.5520459999999998,5.2825190000000015,3.77833,1.330073,0.00148232,-0.00390126,0.00010046,0.02835219,-0.01459872,0.00220794,0.00274141,0.00154134,-0.00048183,0.02231632,-0.00559945,-0.00031352,-7.575e-05,-0.00052336,2.515e-05,0.00141018,-0.00055517,2.259e-05,0.00178114,0.00226286,-0.00058883,-0.00062921,-0.00056803,-0.00140277,Response-3
AR5480,5.8988239999999985,3.296078,1.536419,4.743047,3.273543,1.557966,5.47215,2.051492,1.626953,5.562239,4.11077,1.7336650000000002,5.6307230000000015,3.4759620000000004,1.581607,5.159638,3.317506,1.558344,-0.00039056,-0.00560647,9.248e-05,0.02246443,-0.01619303,-0.00116274,0.00036956,-0.00611646,-3.564e-05,0.0085423,-0.01354547,1.833e-05,0.00064196,-0.00081348,-8.141e-05,-0.00012321,-0.00037078,5.984e-05,0.0006602,-0.00082572,-8.449e-05,0.00018282,-0.00031411,3.089e-05,Response-3
AR0184,1.173937,5.449078,2.0571770000000003,3.90523,5.2339910000000005,2.156809,2.750668,1.278161,2.250474,2.587726,3.986515,2.268526,1.216179,5.02352,2.0931900000000003,3.76064,4.926149,2.213861,-0.00011453,0.00039152,4.14e-05,-0.00079009,0.00450053,0.00042984,-7.767e-05,0.00031032,6.053e-05,-0.00020687,0.0029704,0.00010796,1.081e-05,-4.411e-05,-2.173e-05,-5.636e-05,0.00018104,3.989e-05,1.544e-05,-2.959e-05,-2.132e-05,-5.504e-05,0.00021267,3.497e-05,Response-2
AR5714,4.209297,4.3117,1.89483,5.179397,3.945865,1.953166,4.75597,1.897323,2.08401,4.826193,4.289733,2.131556,4.155991,4.226913,1.937219,5.217461,3.976381,1.970783,0.00173385,-0.04272592,0.00122927,0.00509775,0.021282299999999997,-0.00150561,0.00125265,-0.03079205,0.00114099,0.00276341,0.01325253,-0.00049039,-0.000573,-0.00600112,0.00048235,0.00087438,0.00183893,0.00017085,0.00037154,-0.00540111,-5.158e-05,-0.00117367,-0.00124171,-6.526e-05,Response-3
AR0518,6.402956,3.002208,1.527955,5.497178,4.930333,1.536575,5.257135,1.966479,1.62692,5.679547,4.054196,1.7039099999999998,6.083546,3.070037,1.530095,5.5873370000000016,4.561871,1.560557,0.00079318,0.00128171,0.00024402,0.00088383,0.00120893,0.00023573,0.00095629,0.00124707,0.00024293,0.00097666,0.00143911,0.00023011,-3.174e-05,0.00028622,3.288e-05,0.00081358,-0.00195823,0.00019607,-2.06e-06,0.00027992,3.268e-05,0.00075335,-0.00193366,0.00019588,Response-4
AR4607,3.715621,4.566379,1.68053,3.760401,4.371509,1.7039919999999995,4.94614,1.901298,2.146107,4.909523,4.332525,2.142837,3.791286,4.254697,1.919374,3.960948,4.278277,1.741163,0.00086865,-0.00115322,2.139e-05,0.00254828,-0.00045581,0.00027535,0.0025348000000000002,0.00069585,-0.00439561,0.00097281,0.00038572,0.00018654,0.00113759,-0.00163727,0.00109311,0.00059064,0.00015164,2.195e-05,0.00164461,-0.00022558,-0.00277371,0.00027488,0.00039346,-2.174e-05,Response-4
AR1468,5.187151999999998,4.536819,1.473835,4.745918,4.647092,1.502545,5.003354,1.684623,1.753529,5.0377220000000005,4.292372,1.7432,4.8630830000000005,4.4455870000000015,1.536675,5.395454,4.501024,1.543868,0.00245326,-0.01027521,0.00016271,0.01506746,-0.02342152,-0.00076952,0.00189386,-0.00769829,0.00012922,-0.00321024,-0.01026144,-0.00120143,0.00218696,-0.00696801,-0.00026034,0.00069958,-0.00097275,-0.00017428,0.00163108,-0.00433568,8.672e-05,0.0003551,0.0015663,-2.908e-05,Response-5
AR3113,4.470157,4.963394,2.506293,4.855093,5.031354,2.471075,4.691452,4.701156,2.714979,4.670453,4.975721,2.717821,4.467196,4.978598000000002,2.502828,4.8421059999999985,5.010927,2.537829,-0.0165889,-0.01947553,-0.02884353,0.01181861,-0.0384009,-0.01205676,-0.00659018,-0.02396553,-0.00884867,0.00988593,-0.02521792,-0.02059141,-0.00270848,0.00464138,0.0003937,0.00036262,0.00077682,-0.00306157,-0.00280389,0.00175086,-0.00139558,-0.00024239,0.00213503,-0.00100589,Response-5
AR0389,5.092873,3.981641,1.519736,4.94768,4.1320440000000005,1.488823,5.051234,1.628757,1.744765,5.016971,4.166446,1.757887,5.006792,4.00806,1.5343790000000002,5.211692,4.124437,1.549444,-8.891e-05,0.000534,-3.678e-05,-0.00432848,-0.00209174,-0.00024924,-0.0014856,9.969e-05,1.778e-05,-0.00295067,-0.00176786,-9.981e-05,2.849e-05,1.817e-05,7.72e-06,0.00026961,0.00030319,0.00011883,-8.82e-06,-8.03e-06,2.07e-06,0.00018072,0.00026547,9.254e-05,Response-1
AR1084,3.588422,5.286239,1.833675,4.963361,1.301269,1.7003549999999998,4.424924,1.872419,1.965645,4.440826,3.980561,1.968985,3.5682940000000003,5.02455,1.858719,5.181674,1.487843,1.70951,0.00012076,0.00039938,-0.00015742,-0.00354477,-6.921e-05,0.00039882,0.00011879,0.00037439,-0.00015501,-0.0035239000000000004,-5.139e-05,0.00039973,3.992e-05,1.379e-05,-1.774e-05,0.00025206,-0.00019784,-9.324e-05,3.945e-05,7.87e-06,-1.715e-05,0.00025701,-0.0001936,-9.301e-05,Response-3
AR0610,3.981201,5.345455,1.798532,5.133955,5.345646,1.811428,4.433331,1.828139,1.960781,4.478203,4.233914,1.959013,3.758851,5.0789550000000006,1.836794,5.197861,5.096256,1.839374,0.00041044,0.00065913,-0.00010296,0.00036324,3.429e-05,-2.67e-06,0.00056709,0.00059387,-8.809999999999999e-05,0.00036213,3.869e-05,-3.16e-06,-7.289e-05,-0.00026111,4.897e-05,-0.0002692,-2.905e-05,-1.062e-05,-0.00013643,-0.00022575,4.442e-05,-0.00026931,-2.859e-05,-1.068e-05,Response-1
AR0674,5.356264,4.353377,1.469842,5.030167,4.454029,1.464256,4.971934,1.702371,1.7256240000000005,5.008446,4.256463,1.746505,4.985957,4.3068870000000015,1.532517,5.2975910000000015,4.372688,1.526553,0.00017649,0.00013191,0.00034500000000000004,-0.00347227,-0.00315787,-0.00052418,-0.00011131,0.00026374,0.00029385,-0.00241907,-0.00248047,-0.00041356,-2.65e-05,3.568e-05,-5.355e-05,-0.00230211,-0.00089903,-0.00021336,-2.6600000000000003e-05,5.689e-05,-4.604e-05,-0.00175653,-0.00067171,-0.00017975,Response-1
AR3632,5.350903,4.020854,1.491691,5.172932,3.926566,1.506252,5.217783,1.4814379999999998,1.749685,5.296597,4.1108720000000005,1.7476349999999998,5.071523,3.975758,1.554407,5.609107,4.204957,1.547783,-0.00061888,0.00056984,-5.094e-05,9.86e-06,3.084e-05,2.223e-05,-0.00046251,0.00038747,-3.627e-05,-0.00709013,-0.00538724,0.0002897,7.45e-06,-2.33e-05,-1.96e-06,-8.43e-06,7.61e-06,-1.2e-06,6.79e-06,-1.451e-05,-1.61e-06,0.00012138,0.00010421,-1.012e-05,Response-1
AR4551,4.334874,2.405183,1.5642120000000002,6.04674,2.446558,1.507496,5.511069,1.293892,1.7413900000000002,5.515469,4.0380650000000005,1.709321,4.346026,2.685291,1.566023,6.382367,2.708632,1.53301,0.01224262,0.00512962,0.00037434,-0.06162806,0.11519151,0.00192976,0.00250753,-0.00306298,0.00155798,-0.02910182,0.08167694,0.00224454,0.00665389,0.00285459,-0.00030904,-0.00468203,0.00816154,0.00025511,0.00351141,0.00021244,7.306e-05,-0.00363134,0.00479666,-1.069e-05,Response-3
